question,options,answer,task_label,label,iri,depth,domain
"In the ontology of Addiction, which of the following definitions best describes 'e-liquid'?","A. A liquid commodity that contains a high concentration of sugar, caffeine or another stimulant and is promoted as capable of increasing alertness and reducing fatigue.

B. A liquid commodity that is used in e-cigarettes for the purpose of aerosolization and inhalation by a person.

C. An e-liquid that does not contain any e-liquid flavouring.

D. An e-liquid that has e-liquid flavouring.",B,1_1,e-liquid,http://addictovocab.org/ADDICTO_0000232,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'e-cigarette mouthpiece'?","A. An artifact that has a product role.

B. A product that includes or contains nicotine.

C. A product that is manufactured to be part of an e-cigarette and contain e-liquid.

D. A product that is an e-cigarette part and is designed to be placed to the mouth of the user through which to inhale the vapour.",D,1_1,e-cigarette mouthpiece,http://addictovocab.org/ADDICTO_0000222,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'e-cigarette starter kit'?","A. A product that is manufactured to be part of an e-cigarette and contain e-liquid.

B. A product that is manufactured to be part of an e-cigarette and to heat e-liquid during e-cigarette use to produce a vapour.

C. A product that is an e-cigarette together with packing, instructions and spare parts required to use the e-cigarette for an initial period.

D. An artifact that has a product role.",C,1_1,e-cigarette starter kit,http://addictovocab.org/ADDICTO_0000226,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'aerosol'?","A. A material entity which other material entities in an environmental system are primarily or partially composed of.

B. An aerosol produced by heating an e-liquid designed for use in an e-cigarette.

C. Smoke is a collection of airborne solid and liquid particulates and gases emitted when a material undergoes combustion or pyrolysis, together with the quantity of gas that is entrained or otherwise mixed into the mass

D. Airborne solid particles (also called dust or particulate matter (PM)) or liquid droplets.",D,1_1,aerosol,http://purl.obolibrary.org/obo/ENVO_00010505,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'e-liquid nicotine concentration'?","A. A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance.

B. The concentration of nicotine in a portion of e-liquid.

C. The concentration of a drug in a portion of matter.

D. The concentration of carbonyls in an e-cigarette vapour.",B,1_1,e-liquid nicotine concentration,http://addictovocab.org/ADDICTO_0000234,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'concentration'?","A. The concentration of nicotine in a portion of e-liquid.

B. The concentration of carbonyls in an e-cigarette vapour.

C. A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance.

D. The concentration of a drug in a portion of matter.",C,1_1,concentration,http://purl.obolibrary.org/obo/PATO_0000033,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'environmental tobacco smoke'?","A. An environmental tobacco smoke that is produced by a person from the lighting of a combustible tobacco product, it is inhaled by the person and exhaled into the environment.

B. An environmental tobacco smoke that is produced upon the lighting of a combustible tobacco-containing product and is released into the environment.

C. Smoke is a collection of airborne solid and liquid particulates and gases emitted when a material undergoes combustion or pyrolysis, together with the quantity of gas that is entrained or otherwise mixed into the mass

D. Smoke that is produced through the burning of a combustible tobacco-containing product and released into the environment.",D,1_1,environmental tobacco smoke,http://addictovocab.org/ADDICTO_0000236,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'fixed power e-cigarette atomiser'?","A. A product that is manufactured to be part of an e-cigarette and to heat e-liquid during e-cigarette use to produce a vapour.

B. An e-cigarette atomiser which has only one power level.

C. An e-cigarette atomiser which is built by the end user.

D. An e-cigarette atomiser which the user can adjust to different levels of power.",B,1_1,fixed power e-cigarette atomiser,http://addictovocab.org/ADDICTO_0000237,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'individual health risk'?","A. A bodily disposition that is a person's likelihood of an adverse health outcome.

B. A bodily disposition to undergo pathological processes characterized by physiological or psychological dysfunction that exists in an organism because of homeostatic disruption resulting from the cessation or reduction of repeated drug exposure.

C. A bodily disposition which is realised as impaired functioning following reduction or termination of use of a psychoactive substance as a result of long-term physiological adaptation to that substance.

D. A <disposition> that inheres in some extended organism.",A,1_1,individual health risk,http://addictovocab.org/ADDICTO_0000244,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'bodily disposition'?","A. A disposition (i) to undergo pathological processes that (ii) exists in an organism because of one or more disorders in that organism.

B. A bodily disposition which is the degree to which the person is at risk of relapse to tobacco use.

C. A <disposition> that inheres in some extended organism.

D. A disposition inhering in a manufactured cigarette",C,1_1,bodily disposition,http://purl.obolibrary.org/obo/MF_0000032,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'heated tobacco product'?","A. A tobacco-containing product in which the tobacco is processed to enable absorption of a some tobacco constituent through an epithelial membrane.

B. A tobacco-containing product that contains a tobacco stick that it heats to cause minimal or no combustion to produce smoke or a vapour for inhalation by a person.

C. A heated tobacco-containing product that involves heating a heated tobacco stick to up to 350 degrees centigrade using power from a battery. It is marketed by Philip Morris under the brand name iQOS.

D. A tobacco-containing product in which the tobacco is processed to make it suitable for burning for the user to take the smoke into the body.",B,1_1,heated tobacco product,http://addictovocab.org/ADDICTO_0000245,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'high nicotine concentration e-liquid'?","A. A facility to assist in physical or addiction recovery

B. A material entity consisting of multiple components that are causally integrated.

C. An e-liquid that includes nicotine.

D. A nicotine-containing e-liquid in which the e-liquid nicotine concentration is high.",D,1_1,high nicotine concentration e-liquid,http://addictovocab.org/ADDICTO_0000247,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'nicotine-containing e-liquid'?","A. A nicotine-containing e-liquid in which the e-liquid nicotine concentration is high.

B. An e-liquid that includes nicotine.

C. An e-liquid that has e-liquid flavouring.

D. E-liquid that includes cannabis or some cannabis extract.",B,1_1,nicotine-containing e-liquid,http://addictovocab.org/ADDICTO_0000826,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'licensed nicotine-containing product'?","A. A nicotine-containing product that is designed to be held in the mouth or chewed so that nicotine is absorbed through the buccal mucosa.

B. A nicotine-containing product that is manufactured to enable users to absorb nicotine through the nasal mucosa.

C. A product that includes or contains nicotine.

D. A nicotine-containing product that is a licensed drug",D,1_1,licensed nicotine-containing product,http://addictovocab.org/ADDICTO_0000251,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'mainstream smoke'?","A. Smoke that is produced through the burning of a combustible tobacco-containing product and released into the environment.

B. A bodily disposition that is the pressure of circulating blood.

C. An environmental tobacco smoke that is produced by a person from the lighting of a combustible tobacco product, it is inhaled by the person and exhaled into the environment.

D. An environmental tobacco smoke that is produced upon the lighting of a combustible tobacco-containing product and is released into the environment.",C,1_1,mainstream smoke,http://addictovocab.org/ADDICTO_0000253,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'manufactured cigarette disposition'?","A. A disposition of a manufactured cigarette to produce a quantity of nicotine in the smoke produced when tested in a smoking machine that is programmed to take puffs in a standard way.

B. A disposition inhering in a manufactured cigarette

C. A disposition inhering in an e-cigarette battery.

D. A disposition of a product.",B,1_1,manufactured cigarette disposition,http://addictovocab.org/ADDICTO_0001200,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'nicotine'?","A. A racemate composed of equimolar amounts of (R)- and (S)-nicotine.

B. A racemate comprising equimolar amounts of (R)-amphetamine (also known as levamphetamine or levoamphetamine) and (S)-amphetamine (also known as dexamfetamine or dextroamphetamine.

C. A racemate is an equimolar mixture of a pair of enantiomers.

D. A ketone that is heptan-3-one substituted by a dimethylamino group at position 6 and two phenyl groups at position 4.",A,1_1,nicotine,http://purl.obolibrary.org/obo/CHEBI_18723,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'nicotine replacement therapy product'?","A. A nicotine-containing product that is manufactured to enable users to absorb nicotine through the nasal mucosa.

B. A nicotine-containing product that is designed to be held in the mouth or chewed so that nicotine is absorbed through the buccal mucosa.

C. A product that includes or contains nicotine.

D. A nicotine-containing product that some country has granted marketing authorisation as a medicine to replace nicotine from tobacco in an attempt to reduce or stop smoking.",D,1_1,nicotine replacement therapy product,http://addictovocab.org/ADDICTO_0001139,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'nicotine nasal spray'?","A. A nicotine replacement therapy product that delivers nicotine orally by a chewing gum.

B. A nicotine-containing product that some country has granted marketing authorisation as a medicine to replace nicotine from tobacco in an attempt to reduce or stop smoking.

C. A nicotine replacement therapy product that delivers nicotine by a spray in to nose.

D. A nicotine replacement therapy product that consists of a plastic tube which holds a replaceable nicotine cartridge which delivers nicotine orally to a person through a mouthpiece.",C,1_1,nicotine nasal spray,http://addictovocab.org/ADDICTO_0000260,10,"Health & Medicine, Addiction Ontology"
