question,options,answer,task_label,label,iri,depth,domain
"In the ontology of General Medical Science, which of the following definitions best describes 'reasoned ontology module'?","A. An ontology module that contains axioms generated by a reasoner. The generated axioms are typically direct SubClassOf axioms, but other possibilities are available.

B. An ontology module that is extracted from a main ontology module and includes only a subset of entities or axioms.

C. An ontology module that comprises only of asserted axioms local to the ontology, excludes import directives, and excludes axioms or declarations from external ontologies.

D. An ontology module that is intended to be directly edited, typically managed in source control, and typically not intended for direct consumption by end-users.",A,1_1,reasoned ontology module,http://purl.obolibrary.org/obo/IAO_8000013,8,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'generated ontology module'?","A. An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.

B. An ontology module that is automatically generated, for example via a SPARQL query or via template and a CSV.

C. An ontology module that contains axioms generated by a reasoner. The generated axioms are typically direct SubClassOf axioms, but other possibilities are available.

D. An ontology module that is extracted from a main ontology module and includes only a subset of entities or axioms.",B,1_1,generated ontology module,http://purl.obolibrary.org/obo/IAO_8000014,8,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'template generated ontology module'?","A. An ontology module that is automatically generated from a template specification and fillers for slots in that template.

B. p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])

C. A treatment whose completion is hypothesized by a health care provider to eliminate a disorder or to alleviate the signs and symptoms of a disorder or pathological process.

D. An ontology module that is automatically generated, for example via a SPARQL query or via template and a CSV.",A,1_1,template generated ontology module,http://purl.obolibrary.org/obo/IAO_8000015,9,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'obo basic subset ontology module'?","A. The reason for which a term has been deprecated. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value.

B. A subset ontology that is designed for basic applications to continue to make certain simplifying assumptions; many of these simplifying assumptions were based on the initial version of the Gene Ontology, and have become enshrined in many popular and useful tools such as term enrichment tools.		Examples of such assumptions include: traversing the ontology graph ignoring relationship types using a naive algorithm will not lead to cycles (i.e. the ontology is a DAG); every referenced term is declared in the ontology (i.e. there are no dangling clauses).		An ontology is OBO Basic if and only if it has the following characteristics:	DAG	Unidirectional	No Dangling Clauses	Fully Asserted	Fully Labeled	No equivalence axioms	Singly labeled edges	No qualifier lists	No disjointness axioms	No owl-axioms header	No imports

C. A representation that is either the output of a clinical history taking or a physical examination or an image finding, or some combination thereof.

D. TODO",B,1_1,obo basic subset ontology module,http://purl.obolibrary.org/obo/IAO_8000018,10,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'infectious disorder'?","A. A disorder of some macroscopic part of a tissue

B. A disorder whose etiology involves (1) a modification to the patient's genomic DNA which leads to alterations in the normal expression pattern of the genome, but is (2) not a change in the nucleotide sequence.

C. A disorder whose etiology involves an abnormality in the nucleotide sequence of an organism's genome.

D. An infection that is clinically abnormal.",D,1_1,infectious disorder,http://purl.obolibrary.org/obo/IDO_0000504,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'infection'?","A. A part of an extended organism that itself has as part a population of one or more infectious agents and that (1) exists as a result of processes initiated by members of the infectious agent population and is (2) clinically abnormal in virtue of the presence of this infectious agent population, or (3) has a disposition to bring clinical abnormality to immunocompetent organisms of the same Species as the host (the organism corresponding to the extended organism) through transmission of a member or offspring of a member of the infectious agent population.

B. An object aggregate consisting of an organism and all material entities located within the organism, overlapping the organism, or occupying sites formed in part by the organism.

C. TODO: Define, relate to disorder, and place in the OGMS hierarchy.

D. An infection resulting from a transmission process that unfolds in a hospital.",A,1_1,infection,http://purl.obolibrary.org/obo/IDO_0000586,5,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'hospital-acquired infection'?","A. A disease course with an acute onset

B. A subset ontology that is intended as a whitelist for curators using the ontology. Such a subset will exclude classes that curators should not use for curation.

C. An infection resulting from a transmission process that unfolds in a hospital.

D. A part of an extended organism that itself has as part a population of one or more infectious agents and that (1) exists as a result of processes initiated by members of the infectious agent population and is (2) clinically abnormal in virtue of the presence of this infectious agent population, or (3) has a disposition to bring clinical abnormality to immunocompetent organisms of the same Species as the host (the organism corresponding to the extended organism) through transmission of a member or offspring of a member of the infectious agent population.",C,1_1,hospital-acquired infection,http://purl.obolibrary.org/obo/IDO_0000630,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'disease stage'?","A. A disease stage which is preceded by a remission and characterized by the return of a manifestation of a disease.

B. a part of an occurrence of a disease process which is associated with position in the normal progression of the disease

C. The totality of all processes through which a given disease instance is realized.

D. A disease stage which is characterized by the lack of a manifestation of a disease",B,1_1,disease stage,http://purl.obolibrary.org/obo/OBI_0000278,4,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'clinical data item'?","A. A series of statements representing health-relevant qualities of a patient and of a patient's family.

B. A representation of clinically significant bodily components, dispositions, and/or bodily processes of a human being that is inferred from relevant clinical findings.

C. A hypothesis about some future part of a disease course.

D. A data item that is about a patient and is the specified output of a health care process assay or diagnostic process",D,1_1,clinical data item,http://purl.obolibrary.org/obo/OGMS_0000123,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'image finding'?","A. A representation that is either the output of a clinical history taking or a physical examination or an image finding, or some combination thereof.

B. A representation of a quality of a specimen that is the output of a laboratory test and that can support an inference to an assertion about some quality of the patient.

C. TODO: Define.

D. A representation of an image that supports an inference to an assertion about some quality of a patient.",D,1_1,image finding,http://purl.obolibrary.org/obo/OGMS_0000017,8,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'symptom'?","A. p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])

B. A process experienced by the patient, which can only be experienced by the patient, that is hypothesized to be clinically relevant.

C. b is a process_profile =Def. there is some process c such that b process_profile_of c (axiom label in BFO2 Reference: [093-002])

D. A process which has as parts all the processes in which a given organism is participant.",B,1_1,symptom,http://purl.obolibrary.org/obo/OGMS_0000020,4,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'manifestation of a disease'?","A. A (combination of) quality(ies) of an organism determined by the interaction of its genetic make-up and environment that differentiates specific instances of a species from other instances of the same species.

B. A quality of a patient that is (a) a deviation from clinical normality that exists in virtue of the realization of a disease and (b) is observable.

C. b is a relational quality = Def. for some independent continuants c, d and for some time t: b quality_of c at t & b quality_of d at t. (axiom label in BFO2 Reference: [057-001])

D. A quality in which complete clearance of the disorder is attained; however, physiological 'memory' may persist",B,1_1,manifestation of a disease,http://purl.obolibrary.org/obo/OGMS_0000022,5,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'preclinical manifestation of a disease'?","A. A manifestation of a disease that exists prior to the time at which it would be detected in a clinical history taking or physical examination, if the patient were to present to a clinician. A realization of a disease that exists prior to its becoming detectable in a clinical history taking or physical examination.

B. A quality of a patient that is (a) a deviation from clinical normality that exists in virtue of the realization of a disease and (b) is observable.

C. A manifestation of a disease that is detectable in a clinical history taking or physical examination.

D. A quality in which complete clearance of the disorder is attained; however, physiological 'memory' may persist",A,1_1,preclinical manifestation of a disease,http://purl.obolibrary.org/obo/OGMS_0000026,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'clinical phenotype'?","A. A representation of an image that supports an inference to an assertion about some quality of a patient.

B. A (combination of) quality(ies) of an organism determined by the interaction of its genetic make-up and environment that differentiates specific instances of a species from other instances of the same species.

C. A clinically abnormal phenotype that is characteristic of a single disease.

D. A clinically abnormal phenotype.",D,1_1,clinical phenotype,http://purl.obolibrary.org/obo/OGMS_0000027,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'disease phenotype'?","A. A (combination of) quality(ies) of an organism determined by the interaction of its genetic make-up and environment that differentiates specific instances of a species from other instances of the same species.

B. A clinically abnormal phenotype.

C. A subset ontology that is designed for basic applications to continue to make certain simplifying assumptions; many of these simplifying assumptions were based on the initial version of the Gene Ontology, and have become enshrined in many popular and useful tools such as term enrichment tools.		Examples of such assumptions include: traversing the ontology graph ignoring relationship types using a naive algorithm will not lead to cycles (i.e. the ontology is a DAG); every referenced term is declared in the ontology (i.e. there are no dangling clauses).		An ontology is OBO Basic if and only if it has the following characteristics:	DAG	Unidirectional	No Dangling Clauses	Fully Asserted	Fully Labeled	No equivalence axioms	Singly labeled edges	No qualifier lists	No disjointness axioms	No owl-axioms header	No imports

D. A clinically abnormal phenotype that is characteristic of a single disease.",D,1_1,disease phenotype,http://purl.obolibrary.org/obo/OGMS_0000028,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'physical sign'?","A. An abnormal material entity that is part of a patient and hypothesized to be clinically relevant.

B. TODO: Define, relate to disorder, and place in the OGMS hierarchy.

C. A material entity which is clinically abnormal and part of an extended organism. Disorders are the physical basis of disease.

D. TODO: Define, relate to disorder, and place in the OGMS hierarchy.",A,1_1,physical sign,http://purl.obolibrary.org/obo/OGMS_0000129,5,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'disease'?","A. A disposition in an organism that constitutes an increased risk of the organism's subsequently developing the disease X.

B. A disease whose physical basis is an acquired genetic disorder.

C. A disposition (i) to undergo pathological processes that (ii) exists in an organism because of one or more disorders in that organism.

D. A disease whose physical basis is a constitutional genetic disorder.",C,1_1,disease,http://purl.obolibrary.org/obo/OGMS_0000031,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'constitutional genetic disease'?","A. A disposition (i) to undergo pathological processes that (ii) exists in an organism because of one or more disorders in that organism.

B. A disease whose physical basis is an acquired genetic disorder.

C. A clinically abnormal phenotype.

D. A disease whose physical basis is a constitutional genetic disorder.",D,1_1,constitutional genetic disease,http://purl.obolibrary.org/obo/OGMS_0000035,7,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'abnormal homeostasis'?","A. A planned process whose completion is hypothesized by a health care provider to eliminate, prevent, or alleviate a disorder, the signs and symptoms of a disorder, or a pathological process

B. An ontology module that is intended for usage in analysis or discovery applications.

C. Homeostasis that is clinically abnormal for an organism of a given type and age in a given environment.

D. Homeostasis of a type that is not clinically abnormal.",C,1_1,abnormal homeostasis,http://purl.obolibrary.org/obo/OGMS_0000037,7,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'configuration'?","A. A configuration which deviates in some way from a canonical configuration for a particular organism.

B. A quality in which complete clearance of the disorder is attained; however, physiological 'memory' may persist

C. A quality which is an spatial arrangement or distribution of a(n) independent continuant(s) across a Three Dimensional Region.

D. b is a relational quality = Def. for some independent continuants c, d and for some time t: b quality_of c at t & b quality_of d at t. (axiom label in BFO2 Reference: [057-001])",C,1_1,configuration,http://purl.obolibrary.org/obo/OGMS_0000039,5,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'genetic disorder'?","A. A disorder whose etiology involves (1) a modification to the patient's genomic DNA which leads to alterations in the normal expression pattern of the genome, but is (2) not a change in the nucleotide sequence.

B. A disorder whose etiology involves an abnormality in the nucleotide sequence of an organism's genome.

C. An infection that is clinically abnormal.

D. A material entity which is clinically abnormal and part of an extended organism. Disorders are the physical basis of disease.",B,1_1,genetic disorder,http://purl.obolibrary.org/obo/OGMS_0000047,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'health care process assay'?","A. A planned process with the objective to improve the health status of a patient that directly involves the treatment, diagnosis, or prevention of disease or injury of a patient

B. A temporally-connected health care process that has as participants an organization or person realizing the health care provider role and a person realizing the patient role. The health care provider role and patient are realized during the health care encounter

C. A health care process with the objective to produce information about the material entity that is the evaluant, by physically examining it or its proxies.

D. A health care process that involves the interpretation of a clinical picture from a given patient (input) and the assertion to the effect that the patient has a disease, disorder, or syndrome of a certain type, or none of these (output).",C,1_1,health care process assay,http://purl.obolibrary.org/obo/OGMS_0000108,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'clinical laboratory test'?","A. A measurement assay that has as input a patient-derived specimen and as output a data item that is about a quality of the specimen.

B. A sequence of acts of observing and measuring qualities of a patient performed by a clinician; measurements may occur with and without elicitation.

C. A health care process in which a clinician elicits a description of previous sign and symptoms of disease from a patient or from a third party who is reporting on behalf of the patient.

D. A health care process with the objective to produce information about the material entity that is the evaluant, by physically examining it or its proxies.",A,1_1,clinical laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,7,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'etiological process'?","A. A process in an organism that leads to a subsequent disorder.

B. b is a process_profile =Def. there is some process c such that b process_profile_of c (axiom label in BFO2 Reference: [093-002])

C. An abnormal processual entity occuring in a patient that is hypothesized to be clinically relevant.

D. A process experienced by the patient, which can only be experienced by the patient, that is hypothesized to be clinically relevant.",A,1_1,etiological process,http://purl.obolibrary.org/obo/OGMS_0000059,4,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'disease course'?","A. A disease course that terminates in a return to normal homeostasis.

B. A disease course that (a) does not terminate in a return to normal homeostasis and (b) would, absent intervention, involve an increasing deviation from homeostasis.

C. An abnormal processual entity occuring in a patient that is hypothesized to be clinically relevant.

D. The totality of all processes through which a given disease instance is realized.",D,1_1,disease course,http://purl.obolibrary.org/obo/OGMS_0000063,4,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'diagnosis'?","A. The representation of a conclusion of a diagnostic process.

B. A series of statements representing health-relevant qualities of a patient and of a patient's family.

C. A data item that is about a patient and is the specified output of a health care process assay or diagnostic process

D. A representation of clinically significant bodily components, dispositions, and/or bodily processes of a human being that is inferred from relevant clinical findings.",A,1_1,diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,7,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'pathological anatomical structure'?","A. TODO: Define, relate to disorder, and place in the OGMS hierarchy.

B. A part of an extended organism that itself has as part a population of one or more infectious agents and that (1) exists as a result of processes initiated by members of the infectious agent population and is (2) clinically abnormal in virtue of the presence of this infectious agent population, or (3) has a disposition to bring clinical abnormality to immunocompetent organisms of the same Species as the host (the organism corresponding to the extended organism) through transmission of a member or offspring of a member of the infectious agent population.

C. An anatomical structure (FMA) is pathological whenever (1) it has come into being as a result of changes in some pre-existing canonical anatomical structure, (2) through processes other than the expression of the normal complement of genes of an organism of the given type, and (3) is predisposed to have health-related consequences for the organism in question manifested by symptoms and signs.

D. A structurally anomalous part of an organism acquired during fetal development and present at birth (but not necessarily hereditary) which is hypothesized to be harmful for the organism.",C,1_1,pathological anatomical structure,http://purl.obolibrary.org/obo/OGMS_0000078,5,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'portion of pathological body substance'?","A. TODO: Define, relate to disorder, and place in the OGMS hierarchy.

B. A structurally anomalous part of an organism acquired during fetal development and present at birth (but not necessarily hereditary) which is hypothesized to be harmful for the organism.

C. TODO: Define, relate to disorder, and place in the OGMS hierarchy.

D. An aggregate of organisms of the same type.",C,1_1,portion of pathological body substance,http://purl.obolibrary.org/obo/OGMS_0000079,5,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'pathological transformation'?","A. TODO: Define.

B. A pathological bodily process in which a canonical anatomical structure becomes a pathological anatomical structure.

C. The process in which an allergic disease unfolds.

D. A pathological bodily process that occurs in the fetus during fetal development",B,1_1,pathological transformation,http://purl.obolibrary.org/obo/OGMS_0000080,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'pathological derivation'?","A. A bodily process that is clinically abnormal.

B. A pathological bodily process in which a canonical anatomical structure becomes a pathological anatomical structure.

C. A pathological bodily process in which matter is reorganized in such a way as to give rise to new pathological formations which take the place of entities existing earlier.

D. TODO: Define.",C,1_1,pathological derivation,http://purl.obolibrary.org/obo/OGMS_0000081,6,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'physical examination finding'?","A. A representation that is either the output of a clinical history taking or a physical examination or an image finding, or some combination thereof.

B. A representation of an image that supports an inference to an assertion about some quality of a patient.

C. A representation of a quality of a specimen that is the output of a laboratory test and that can support an inference to an assertion about some quality of the patient.

D. TODO: Define.",D,1_1,physical examination finding,http://purl.obolibrary.org/obo/OGMS_0000083,8,"Health & Medicine, General Medical Science Ontology"
"In the ontology of General Medical Science, which of the following definitions best describes 'organism population'?","A. An aggregate of organisms of the same type.

B. TODO: Define, relate to disorder, and place in the OGMS hierarchy.

C. An object aggregate consisting of an organism and all material entities located within the organism, overlapping the organism, or occupying sites formed in part by the organism.

D. An abnormal material entity that is part of a patient and hypothesized to be clinically relevant.",A,1_1,organism population,http://purl.obolibrary.org/obo/OGMS_0000084,5,"Health & Medicine, General Medical Science Ontology"
