question,options,answer,task_label,label,iri,depth,domain
"In the ontology of International Classification of Disease, which of the following definitions best describes 'cyst DP'?","A. A disease process that has the outcome of the formation of a cyst

B. is a major abnormality in the shape of a body part or organ compared to the normal shape of that part.

C. Abnormal buildup of fluid in the abdomen

D. A hernia occurs when an organ pushes through an opening in the muscle or tissue that holds it in place. For example, the intestines may break through a weakened area in the abdominal wall.	Hernias are most common in the abdomen, but they can also appear in the upper thigh, belly button, and groin areas. Most hernias aren’t immediately life-threatening, but they don’t go away on their own. Sometimes they can require surgery to prevent potentially dangerous complications.",A,1_1,cyst DP,http://purl.obolibrary.org/obo/ICDO_0000018,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'granuloma'?","A. abnormal narrowed structure or organ

B. is an acute infection typically with a skin rash, usually on any of the legs and toes, face, arms, and fingers.[1] It is an infection of the upper dermis and superficial lymphatics, usually caused by beta-hemolytic group A Streptococcus bacteria on scratches or otherwise infected areas.[2] Erysipelas is more superficial than cellulitis, and is typically more raised and demarcated.[1] The term is from Greek ἐρυσίπελας, meaning ""red skin"".

C. a physical pathological anatomic entity that is a result of an inflammation process

D. is a structure formed during inflammation that is found in many diseases. It is a collection of immune cells known as macrophages.[1] Granulomas form when the immune system attempts to wall off substances it perceives as foreign but is unable to eliminate. Such substances include infectious organisms including bacteria and fungi, as well as other materials such as keratin and suture fragments.",D,1_1,granuloma,http://purl.obolibrary.org/obo/ICDO_0000099,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'tumor'?","A. is a pathological anatomical structures transformed from pathological continuant entities.

B. is a growth of keratin on the skin or on mucous membranes stemming from keratinocytes, the prominent cell type in the epidermis.

C. is a type of abnormal and excessive growth, called neoplasia, of tissue. The growth of a neoplasm is uncoordinated with that of the normal surrounding tissue, and it persists growing abnormally, even if the original trigger is removed.[1][2][3] This abnormal growth usually (but not always) forms a mass.[4] When it forms a mass, it may be called a tumor.

D. An exostosis, also known as bone spur, is the formation of new bone on the surface of a bone.[1] Exostoses can cause chronic pain ranging from mild to debilitatingly severe, depending on the shape, size, and location of the lesion. It is most commonly found in places like the ribs, where small bone growths form, but sometimes larger growths can grow on places like the ankles, knees, shoulders, elbows and hips. Very rarely are they on the skull.",C,1_1,tumor,http://purl.obolibrary.org/obo/ICDO_0000104,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'scar entity'?","A. is an area of fibrous tissue that replaces normal skin after an injury. Scars result from the biological process of wound repair in the skin, as well as in other organs and tissues of the body. Thus, scarring is a natural part of the healing process. With the exception of very minor lesions, every wound (e.g., after accident, disease, or surgery) results in some degree of scarring. An exception to this are animals with complete regeneration, which regrow tissue without scar formation.

B. is a closed sac, having a distinct membrane and division compared with the nearby tissue. Hence, it is a cluster of cells that has grouped together to form a sac (not unlike the manner in which water molecules group together, forming a bubble); however, the distinguishing aspect of a cyst is that the cells forming the ""shell"" of such a sac are distinctly abnormal (in both appearance and behaviour) when compared with all surrounding cells for that given location. It may contain air, fluids, or semi-solid material. A collection of pus is called an abscess, not a cyst. Once formed, sometimes a cyst may resolve on its own. When a cyst fails to resolve, it may need to be removed surgically, but that would depend upon its type and location.

C. is the abnormal exit of tissue or an organ, such as the bowel, through the wall of the cavity in which it normally resides.[1] Hernias come in a number of different types.[6] Most commonly they involve the abdomen, specifically the groin.[6] Groin hernias are most common of the inguinal type but may also be femoral.[1] Other hernias include hiatus, incisional, and umbilical hernias.[6] Symptoms are present in about 66% of people with groin hernias.[1] This may include pain or discomfort especially with coughing, exercise, or going to the bathroom.[1] Often it gets worse throughout the day and improves when lying down.[1] A bulging area may occur that becomes larger when bearing down.[1] Groin hernias occur more often on the right than left side.[1] The main concern is strangulation, where the blood supply to part of the bowel is blocked.[1] This usually produces severe pain and tenderness of the area.[1] Hiatus or hiatal hernias often result in heartburn but may also cause chest pain or pain with eating.[

D. is an abnormal connection between two hollow spaces (technically, two epithelialized surfaces), such as blood vessels, intestines, or other hollow organs. Fistulas are usually caused by injury or surgery, but they can also result from an infection or inflammation.[3] Fistulas are generally a disease condition, but they may be surgically created for therapeutic reasons.",A,1_1,scar entity,http://purl.obolibrary.org/obo/ICDO_0000097,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'hernia DP'?","A. A disease process that has the outcome of the formation of a cyst

B. is a major abnormality in the shape of a body part or organ compared to the normal shape of that part.

C. Anatomical structure that has as its parts two or more multi-tissue structures of at least two different types and which through specific morphogenetic processes forms a single distinct structural unit demarcated by bona fide boundaries from other distinct anatomical structures of different types.

D. A hernia occurs when an organ pushes through an opening in the muscle or tissue that holds it in place. For example, the intestines may break through a weakened area in the abdominal wall.	Hernias are most common in the abdomen, but they can also appear in the upper thigh, belly button, and groin areas. Most hernias aren’t immediately life-threatening, but they don’t go away on their own. Sometimes they can require surgery to prevent potentially dangerous complications.",D,1_1,hernia DP,http://purl.obolibrary.org/obo/ICDO_0000026,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'hernia'?","A. a necrotic object

B. is the abnormal exit of tissue or an organ, such as the bowel, through the wall of the cavity in which it normally resides.[1] Hernias come in a number of different types.[6] Most commonly they involve the abdomen, specifically the groin.[6] Groin hernias are most common of the inguinal type but may also be femoral.[1] Other hernias include hiatus, incisional, and umbilical hernias.[6] Symptoms are present in about 66% of people with groin hernias.[1] This may include pain or discomfort especially with coughing, exercise, or going to the bathroom.[1] Often it gets worse throughout the day and improves when lying down.[1] A bulging area may occur that becomes larger when bearing down.[1] Groin hernias occur more often on the right than left side.[1] The main concern is strangulation, where the blood supply to part of the bowel is blocked.[1] This usually produces severe pain and tenderness of the area.[1] Hiatus or hiatal hernias often result in heartburn but may also cause chest pain or pain with eating.[

C. Pseudocysts are like cysts, but lack epithelial or endothelial cells. Initial management consists of general supportive care. Symptoms and complications caused by pseudocysts require surgery. Computed tomography (CT) scans are used for initial imaging of cysts, and endoscopic ultrasounds are used in differentiating between cysts and pseudocysts. Endoscopic drainage is a popular and effective method of treating pseudocysts.		This is not to be confused with the so-called ""pseudocystic appearance"", mainly radiographically, of other lesions, such as Stafne static bone cyst and aneurysmal bone cyst[1] of the jaws.

D. is a condition in which an orifice or passage in the body is (usually abnormally) closed or absent. Examples of atresia include: Biliary atresia, a condition in newborns in which the common bile duct between the liver and the small intestine is blocked or absent.",B,1_1,hernia,http://purl.obolibrary.org/obo/ICDO_0000084,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'acquired'?","A. A structural quality inhering in a bearer by virtue of the bearer's touching another entity.

B. developed after birth : not congenital or hereditary

C. A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.

D. developed after birth : not congenital or hereditary",B,1_1,acquired,http://purl.obolibrary.org/obo/ICDO_0000034,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'cartilage tissue'?","A. Skeletal tissue with a collagen-rich extracellular matrix vascularized, mineralized with hydroxyapatite and typically including osteocytes located in lacunae that communicate with one another by cell processes (in canaliculi). Bone is deposited by osteoblasts.

B. A specialized form of connective tissue in which the extracellular matrix is firm, providing the tissue with resilience, and/or mineralized and that functions in mechanical and structural support.[VSAO]

C. When a person has acute respiratory failure, the usual exchange between oxygen and carbon dioxide in the lungs does not occur.

D. Skeletal tissue that is avascular, rich in glycosaminoglycans (GAGs) and typically includes chondrocytes within isolated lacunae. Cartilage tissue is deposited by chondroblasts.",D,1_1,cartilage tissue,http://purl.obolibrary.org/obo/UBERON_0002418,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'disorders of the skin and subcutaneous tissue'?","A. An abnormal mass of tissue that results when cells divide more than they should or do not die when they should.

B. Disease process is the progression disease in an individual over time. The process begins with the appropriate exposure to or accumulation of factors sufficient for the disease process to begin in a susceptible host. For an infectious disease, the exposure is a microorganism. For cancer, the exposure may be a factor that initiates the process, such as asbestos fibers or components in tobacco smoke (for lung cancer), or one that promotes the process, such as estrogen (for endometrial cancer).

C. Diseases and conditions affecting the skin and subcutaneous tissue

D. Diseases and conditions affecting the muskoskeletal system and connective tissue",C,1_1,disorders of the skin and subcutaneous tissue,http://purl.obolibrary.org/obo/ICDO_0000342,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'abscess'?","A. a physical pathological anatomic entity that is a result of an inflammation process

B. is a collection of pus that has built up within the tissue of the body.[1] Signs and symptoms of abscesses include redness, pain, warmth, and swelling.[1] The swelling may feel fluid-filled when pressed.[1] The area of redness often extends beyond the swelling.[6] Carbuncles and boils are types of abscess that often involve hair follicles, with carbuncles being larger.

C. Pseudocysts are like cysts, but lack epithelial or endothelial cells. Initial management consists of general supportive care. Symptoms and complications caused by pseudocysts require surgery. Computed tomography (CT) scans are used for initial imaging of cysts, and endoscopic ultrasounds are used in differentiating between cysts and pseudocysts. Endoscopic drainage is a popular and effective method of treating pseudocysts.		This is not to be confused with the so-called ""pseudocystic appearance"", mainly radiographically, of other lesions, such as Stafne static bone cyst and aneurysmal bone cyst[1] of the jaws.

D. is the abnormal exit of tissue or an organ, such as the bowel, through the wall of the cavity in which it normally resides.[1] Hernias come in a number of different types.[6] Most commonly they involve the abdomen, specifically the groin.[6] Groin hernias are most common of the inguinal type but may also be femoral.[1] Other hernias include hiatus, incisional, and umbilical hernias.[6] Symptoms are present in about 66% of people with groin hernias.[1] This may include pain or discomfort especially with coughing, exercise, or going to the bathroom.[1] Often it gets worse throughout the day and improves when lying down.[1] A bulging area may occur that becomes larger when bearing down.[1] Groin hernias occur more often on the right than left side.[1] The main concern is strangulation, where the blood supply to part of the bowel is blocked.[1] This usually produces severe pain and tenderness of the area.[1] Hiatus or hiatal hernias often result in heartburn but may also cause chest pain or pain with eating.[",B,1_1,abscess,http://purl.obolibrary.org/obo/ICDO_0000116,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'exostosis'?","A. is a type of abnormal and excessive growth, called neoplasia, of tissue. The growth of a neoplasm is uncoordinated with that of the normal surrounding tissue, and it persists growing abnormally, even if the original trigger is removed.[1][2][3] This abnormal growth usually (but not always) forms a mass.[4] When it forms a mass, it may be called a tumor.

B. An exostosis, also known as bone spur, is the formation of new bone on the surface of a bone.[1] Exostoses can cause chronic pain ranging from mild to debilitatingly severe, depending on the shape, size, and location of the lesion. It is most commonly found in places like the ribs, where small bone growths form, but sometimes larger growths can grow on places like the ankles, knees, shoulders, elbows and hips. Very rarely are they on the skull.

C. abnormal narrowed structure or organ

D. is a pathological anatomical structures transformed from pathological continuant entities.",B,1_1,exostosis,http://purl.obolibrary.org/obo/ICDO_0000108,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'circulatory system'?","A. Anatomical system that protects the body from foreign substances, cells, and tissues by producing the immune response and that includes especially the thymus, spleen, lymphoid tissue, lymphocytes including the B cells and T cells, and antibodies.

B. Multicellular, connected anatomical structure that has multiple organs as parts and whose parts work together to achieve some shared function.

C. The nervous system is an organ system containing predominantly neuron and glial cells. In bilaterally symmetrical organism, it is arranged in a network of tree-like structures connected to a central body. The main functions of the nervous system are to regulate and control body functions, and to receive sensory input, process this information, and generate behavior [CUMBO].

D. organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis[WP].",D,1_1,circulatory system,http://purl.obolibrary.org/obo/UBERON_0001009,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'keratosis entity'?","A. is a pathological anatomical structures transformed from pathological continuant entities.

B. is an acute infection typically with a skin rash, usually on any of the legs and toes, face, arms, and fingers.[1] It is an infection of the upper dermis and superficial lymphatics, usually caused by beta-hemolytic group A Streptococcus bacteria on scratches or otherwise infected areas.[2] Erysipelas is more superficial than cellulitis, and is typically more raised and demarcated.[1] The term is from Greek ἐρυσίπελας, meaning ""red skin"".

C. is a growth of keratin on the skin or on mucous membranes stemming from keratinocytes, the prominent cell type in the epidermis.

D. a necrotic object",C,1_1,keratosis entity,http://purl.obolibrary.org/obo/ICDO_0000106,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'cyst'?","A. is a collection of pus that has built up within the tissue of the body.[1] Signs and symptoms of abscesses include redness, pain, warmth, and swelling.[1] The swelling may feel fluid-filled when pressed.[1] The area of redness often extends beyond the swelling.[6] Carbuncles and boils are types of abscess that often involve hair follicles, with carbuncles being larger.

B. is an acute infection typically with a skin rash, usually on any of the legs and toes, face, arms, and fingers.[1] It is an infection of the upper dermis and superficial lymphatics, usually caused by beta-hemolytic group A Streptococcus bacteria on scratches or otherwise infected areas.[2] Erysipelas is more superficial than cellulitis, and is typically more raised and demarcated.[1] The term is from Greek ἐρυσίπελας, meaning ""red skin"".

C. is a type of abnormal and excessive growth, called neoplasia, of tissue. The growth of a neoplasm is uncoordinated with that of the normal surrounding tissue, and it persists growing abnormally, even if the original trigger is removed.[1][2][3] This abnormal growth usually (but not always) forms a mass.[4] When it forms a mass, it may be called a tumor.

D. is a closed sac, having a distinct membrane and division compared with the nearby tissue. Hence, it is a cluster of cells that has grouped together to form a sac (not unlike the manner in which water molecules group together, forming a bubble); however, the distinguishing aspect of a cyst is that the cells forming the ""shell"" of such a sac are distinctly abnormal (in both appearance and behaviour) when compared with all surrounding cells for that given location. It may contain air, fluids, or semi-solid material. A collection of pus is called an abscess, not a cyst. Once formed, sometimes a cyst may resolve on its own. When a cyst fails to resolve, it may need to be removed surgically, but that would depend upon its type and location.",D,1_1,cyst,http://purl.obolibrary.org/obo/ICDO_0000071,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'unspecified secondary hypertension DP'?","A. A hypertensive disease that is caused by an identifiable underlying primary cause

B. pneumonia attacks the respiratory system. Contagious and hard to treat.

C. diabetes is usually an inherited disease that makes people obese and have problems with daily life

D. I15.9 is a billable ICD code used to specify a diagnosis of secondary hypertension, unspecified. A 'billable code' is detailed enough to be used to specify a medical diagnosis.",D,1_1,unspecified secondary hypertension DP,http://purl.obolibrary.org/obo/ICDO_0000078,11,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'secondary hypertension DP'?","A. A hypertensive disease that is caused by an identifiable underlying primary cause

B. I15.9 is a billable ICD code used to specify a diagnosis of secondary hypertension, unspecified. A 'billable code' is detailed enough to be used to specify a medical diagnosis.

C. inability or refusal to swallow.

D. A hypertensive disease that shows up with persistently elevated high blood pressure in the arteries, and has no identifiable cause. It does not include those hypertensive diseases complicating pregnancy, childbirth and the puerperium. Note that the essential hypertension affects 95% of hypertensive patients.",A,1_1,secondary hypertension DP,http://purl.obolibrary.org/obo/ICDO_0000141,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'essential primary hypertension DP'?","A. A hypertensive disease that shows up with persistently elevated high blood pressure in the arteries, and has no identifiable cause. It does not include those hypertensive diseases complicating pregnancy, childbirth and the puerperium. Note that the essential hypertension affects 95% of hypertensive patients.

B. This term exists in ICD-9 but not ICD-10

C. Heart conditions caused by high blood pressure

D. A hypertensive disease that is caused by an identifiable underlying primary cause",A,1_1,essential primary hypertension DP,http://purl.obolibrary.org/obo/ICDO_0000079,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'primary disease profile'?","A. Diseases caused by other viral agents

B. A disease profile that does not have a known secondary cause

C. A disease profile that is caused by another medical condition

D. an irreversible injury to the intestine resulting from insufficient blood flow.",B,1_1,primary disease profile,http://purl.obolibrary.org/obo/ICDO_0000153,6,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'malignant essential hypertension DP'?","A. This term exists in ICD-9 but not ICD-10

B. A hypertensive disease that shows up with persistently elevated high blood pressure in the arteries, and has no identifiable cause. It does not include those hypertensive diseases complicating pregnancy, childbirth and the puerperium. Note that the essential hypertension affects 95% of hypertensive patients.

C. Heart conditions caused by high blood pressure

D. This term exists in ICD-9 but not ICD-10",A,1_1,malignant essential hypertension DP,http://purl.obolibrary.org/obo/ICDO_0000101,11,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'erysipelas'?","A. is an abnormal connection between two hollow spaces (technically, two epithelialized surfaces), such as blood vessels, intestines, or other hollow organs. Fistulas are usually caused by injury or surgery, but they can also result from an infection or inflammation.[3] Fistulas are generally a disease condition, but they may be surgically created for therapeutic reasons.

B. is a growth of keratin on the skin or on mucous membranes stemming from keratinocytes, the prominent cell type in the epidermis.

C. is a collection of pus that has built up within the tissue of the body.[1] Signs and symptoms of abscesses include redness, pain, warmth, and swelling.[1] The swelling may feel fluid-filled when pressed.[1] The area of redness often extends beyond the swelling.[6] Carbuncles and boils are types of abscess that often involve hair follicles, with carbuncles being larger.

D. is an acute infection typically with a skin rash, usually on any of the legs and toes, face, arms, and fingers.[1] It is an infection of the upper dermis and superficial lymphatics, usually caused by beta-hemolytic group A Streptococcus bacteria on scratches or otherwise infected areas.[2] Erysipelas is more superficial than cellulitis, and is typically more raised and demarcated.[1] The term is from Greek ἐρυσίπελας, meaning ""red skin"".",D,1_1,erysipelas,http://purl.obolibrary.org/obo/ICDO_0000112,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'carbuncle'?","A. is a collection of pus that has built up within the tissue of the body.[1] Signs and symptoms of abscesses include redness, pain, warmth, and swelling.[1] The swelling may feel fluid-filled when pressed.[1] The area of redness often extends beyond the swelling.[6] Carbuncles and boils are types of abscess that often involve hair follicles, with carbuncles being larger.

B. is a deep folliculitis, infection of the hair follicle. It is most commonly caused by infection by the bacterium Staphylococcus aureus, resulting in a painful swollen area on the skin caused by an accumulation of pus and dead tissue.[1] Boils which are expanded are basically pus-filled nodules.[2][verification needed] Individual boils clustered together are called carbuncles.[3] Most human infections are caused by coagulase-positive S. aureus strains, notable for the bacteria's ability to produce coagulase, an enzyme that can clot blood. Almost any organ system can be infected by S. aureus.

C. the proximal femur between the cervical region and the shaft. Subtrochanteric fracture, with a fracture line running from an area within 5 cm distal to the lesser trochanter

D. is a cluster of boils caused by bacterial infection, most commonly with Staphylococcus aureus or Streptococcus pyogenes.[1] The presence of a carbuncle is a sign that the immune system is active and fighting the infection.[2] The infection is contagious and may spread to other areas of the body, or other people; those living in the same residence may develop carbuncles at the same time.[3] In the early 21st century, infection involving methicillin-resistant staphylococcus aureus (MRSA) has become more common.",D,1_1,carbuncle,http://purl.obolibrary.org/obo/ICDO_0000117,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'necrosis entity'?","A. An exostosis, also known as bone spur, is the formation of new bone on the surface of a bone.[1] Exostoses can cause chronic pain ranging from mild to debilitatingly severe, depending on the shape, size, and location of the lesion. It is most commonly found in places like the ribs, where small bone growths form, but sometimes larger growths can grow on places like the ankles, knees, shoulders, elbows and hips. Very rarely are they on the skull.

B. is a condition in which an orifice or passage in the body is (usually abnormally) closed or absent. Examples of atresia include: Biliary atresia, a condition in newborns in which the common bile duct between the liver and the small intestine is blocked or absent.

C. Pseudocysts are like cysts, but lack epithelial or endothelial cells. Initial management consists of general supportive care. Symptoms and complications caused by pseudocysts require surgery. Computed tomography (CT) scans are used for initial imaging of cysts, and endoscopic ultrasounds are used in differentiating between cysts and pseudocysts. Endoscopic drainage is a popular and effective method of treating pseudocysts.		This is not to be confused with the so-called ""pseudocystic appearance"", mainly radiographically, of other lesions, such as Stafne static bone cyst and aneurysmal bone cyst[1] of the jaws.

D. a necrotic object",D,1_1,necrosis entity,http://purl.obolibrary.org/obo/ICDO_0000120,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'chondrodermatitis anatomical entity'?","A. inflammatiory anatomical entity in the membrane of cartilage tissue

B. inflammatory anatomical entity that is located in ear

C. inflammatory anatomical entity that is located in the skin of a cartilage tissue

D. inflammatory anatomical entity that is located in a cellulite",C,1_1,chondrodermatitis anatomical entity,http://purl.obolibrary.org/obo/ICDO_0000123,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'tissue'?","A. Any tube, opening or passage that connects two distinct anatomical spaces.

B. An multicellular anatomical structure that has subparts of multiple organs as a part.

C. Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.

D. A multicellular structure that is a part of an organ.",C,1_1,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,7,"Health & Medicine, International Classification of Disease Ontology"
